total_output,avg_cycle_time_sec,throughput_units_per_hour,shift_total_pass,operating_seconds,oee,availability,performance,quality,total_produced,total_pass,total_reject,defect_rate,cum_running_hours,days_since_last_maintenance,corrective_wo_last_7d,preventive_wo_last_30d,hour_of_day,day_of_week,week_of_year,month,is_weekend,is_night_shift,machine_encoded,line_encoded,hours_to_next_failure_event
871,12.79,137.59,1,25715.625,0.3744,0.8929374999999999,0.4732,1.0,6.0,5.0,0.0,0.0,2597.83,0.86,1,6,0,6,21,5,1,1,4,2,90.41
762,43.25,97.18,5,28229.0,0.8837,0.9802,0.9016,1.0,5.0,5.0,0.0,0.0,2597.83,1.18,1,6,8,6,21,5,1,0,4,2,82.75
671,9.34,85.94,2,28108.0,0.2036,0.976,0.2086,1.0,2.0,2.0,0.0,0.0,2679.16,1.6,2,6,18,6,21,5,1,0,4,2,72.6
754,27.66,96.62,5,28094.0,0.5245,0.9755,0.6452,1.0,1.0,1.0,0.0,0.0,2679.16,2.05,2,6,5,0,22,5,0,1,4,2,61.78
759,19.25,94.88,3,28800.0,0.4159,1.0,0.4159,1.0,3.0,3.0,0.0,0.0,2679.16,2.27,2,6,10,0,22,5,0,0,4,2,56.53
776,31.17,97.0,4,28800.0,0.7596,1.0,0.7596,1.0,4.0,4.0,0.0,0.0,2679.16,2.52,2,6,16,0,22,5,0,0,4,2,50.43
763,22.19,95.38,1,28800.0,0.5087,1.0,0.5087,1.0,5.0,5.0,0.0,0.0,2679.16,2.85,2,6,0,1,22,5,0,1,4,2,42.7
748,12.8,93.5,3,28800.0,0.195,1.0,0.26,1.0,4.0,3.0,0.0,0.0,2679.16,3.35,2,6,12,1,22,5,0,0,4,2,30.63
752,20.68,94.0,6,28800.0,0.4603,1.0,0.4603,1.0,6.0,6.0,0.0,0.0,2679.16,3.68,2,6,20,1,22,5,0,0,4,2,22.73
865,23.86,108.12,5,28800.0,0.5818,1.0,0.5818,1.0,4.0,4.0,0.0,0.0,2679.16,4.02,2,6,4,2,22,5,0,1,4,2,14.55
765,50.2,95.62,4,28800.0,0.9942,1.0,0.9942,1.0,4.0,4.0,0.0,0.0,2679.16,4.19,2,6,8,2,22,5,0,0,4,2,10.51
851,15.29,106.38,5,28800.0,0.3597,1.0,0.4317,1.0,6.0,5.0,0.0,0.0,2679.16,4.56,2,6,17,2,22,5,0,0,4,2,1.56
836,29.41,104.5,4,28800.0,0.6912,1.0,0.6912,1.0,4.0,4.0,0.0,0.0,2711.26,4.9,3,6,1,3,22,5,0,1,4,2,160.81
744,23.51,93.0,2,28800.0,0.4606,1.0,0.4606,1.0,2.0,2.0,0.0,0.0,2711.26,5.38,3,6,13,3,22,5,0,0,4,2,149.31
798,38.36,99.75,4,28800.0,0.8623,1.0,0.8623,1.0,4.0,4.0,0.0,0.0,2711.26,5.62,3,6,18,3,22,5,0,0,4,2,143.63
817,25.21,102.12,4,28800.0,0.5835,1.0,0.5835,1.0,0.0,0.0,0.0,0.0,2711.26,5.89,3,6,1,4,22,5,0,1,4,2,137.19
790,20.64,104.58,2,27195.0,0.4383,0.9443,0.4642,1.0,2.0,2.0,0.0,0.0,2842.7,6.32,3,6,11,4,22,5,0,0,4,2,126.76
732,38.98,94.44,6,27902.0,0.7892,0.9688,0.8146,1.0,6.0,6.0,0.0,0.0,2842.7,6.43,3,6,14,4,22,5,0,0,4,2,124.04
783,39.21,102.7,0,27446.0,0.7947,0.953,0.8587,1.0,3.0,3.0,0.0,0.0,2842.7,6.94,3,6,2,5,22,5,1,1,4,2,111.99
763,17.02,95.38,6,28800.0,0.3815,1.0,0.3815,1.0,6.0,6.0,0.0,0.0,2842.7,7.49,2,6,15,5,22,5,1,0,4,2,98.63
691,11.75,86.38,3,28800.0,0.2625,1.0,0.2625,1.0,4.0,4.0,0.0,0.0,2842.7,8.04,2,6,5,6,22,5,1,1,4,2,85.43
739,34.58,92.38,4,28800.0,0.8021,1.0,0.8021,1.0,4.0,4.0,0.0,0.0,2842.7,8.08,2,6,6,6,22,5,1,0,4,2,84.49
850,38.68,106.25,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2842.7,8.49,1,6,15,6,22,5,1,0,4,2,74.61
717,14.19,89.62,4,28800.0,0.2828,1.0,0.2828,1.0,4.0,4.0,0.0,0.0,2842.7,9.34,1,6,12,0,23,6,0,0,4,2,54.39
755,16.8,94.38,3,28800.0,0.3497,1.0,0.3497,1.0,3.0,3.0,0.0,0.0,2842.7,9.73,1,5,21,0,23,6,0,0,4,2,44.89
874,36.88,109.25,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2842.7,9.89,1,5,1,1,23,6,0,1,4,2,41.11
751,14.92,93.88,6,28800.0,0.3447,1.0,0.3447,1.0,6.0,6.0,0.0,0.0,2842.7,10.32,1,5,11,1,23,6,0,0,4,2,30.78
822,33.5,102.75,4,28800.0,0.7261,1.0,0.7261,1.0,4.0,4.0,0.0,0.0,2842.7,10.51,1,4,16,1,23,6,0,0,4,2,26.19
828,27.04,103.5,2,28800.0,0.6687,1.0,0.6687,1.0,2.0,2.0,0.0,0.0,2842.7,11.0,1,4,4,2,23,6,0,1,4,2,14.56
724,40.4,97.55,4,26718.0,0.8884,0.9277,0.9576,1.0,4.0,4.0,0.0,0.0,2842.7,11.23,1,4,9,2,23,6,0,0,4,2,8.93
710,30.97,101.23,3,25715.625,0.6131,0.8929374999999999,0.6993,1.0,3.0,3.0,0.0,0.0,2842.7,11.49,1,4,15,2,23,6,0,0,4,2,2.71
731,29.25,104.19,2,25715.625,0.5635,0.8929374999999999,0.6425,1.0,2.0,2.0,0.0,0.0,2899.79,11.77,1,4,22,2,23,6,0,1,4,2,55.08
861,30.62,107.62,3,28800.0,0.7552,1.0,0.7552,1.0,3.0,3.0,0.0,0.0,2899.79,12.13,1,4,7,3,23,6,0,0,4,2,46.53
649,13.35,81.12,3,28800.0,0.2729,1.0,0.2729,1.0,3.0,3.0,0.0,0.0,2899.79,12.42,1,4,14,3,23,6,0,0,4,2,39.47
784,33.37,98.0,5,28800.0,0.7027,1.0,0.8433,1.0,3.0,3.0,0.0,0.0,2899.79,12.88,1,4,1,4,23,6,0,1,4,2,28.55
867,27.35,108.38,4,28800.0,0.5337,1.0,0.6671,1.0,5.0,4.0,0.0,0.0,2899.79,13.09,1,4,6,4,23,6,0,0,4,2,23.33
746,45.18,93.25,4,28800.0,0.8872,1.0,0.8872,1.0,4.0,4.0,0.0,0.0,2899.79,13.73,1,4,21,4,23,6,0,0,4,2,8.0
668,20.78,83.5,3,28800.0,0.4119,1.0,0.4119,1.0,5.0,4.0,0.0,0.0,2899.79,14.0,1,4,4,5,23,6,1,1,4,2,1.58
645,44.98,81.8,3,28386.0,0.8421,0.9856,0.8544,1.0,3.0,3.0,0.0,0.0,2922.85,14.33,2,4,12,5,23,6,1,0,4,2,16.99
787,31.55,99.58,3,28452.0,0.7681,0.9879,0.7775,1.0,3.0,3.0,0.0,0.0,2922.85,14.46,2,4,15,5,23,6,1,0,4,2,14.06
831,47.29,106.23,4,28161.0,0.7822,0.9778,1.0,1.0,1.0,1.0,0.0,0.0,2922.85,14.9,2,4,1,6,23,6,1,1,4,2,3.36
636,31.78,86.75,3,26394.0,0.5535,0.9165,0.6039,1.0,3.0,3.0,0.0,0.0,2922.85,15.12,3,4,6,6,23,6,1,0,4,2,77.24
787,24.29,102.95,2,27520.0,0.6545,0.9556,0.6849,1.0,2.0,2.0,0.0,0.0,3000.03,15.51,3,4,16,6,23,6,1,0,4,2,67.87
863,40.92,115.9,1,26807.0,0.9308,0.9308,1.0,1.0,1.0,1.0,0.0,0.0,3000.03,15.81,3,4,23,6,23,6,1,1,4,2,60.74
836,35.79,104.5,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,3000.03,16.1,3,4,6,0,24,6,0,0,4,2,53.64
666,27.76,83.25,5,28800.0,0.4997,1.0,0.4997,1.0,5.0,5.0,0.0,0.0,3000.03,16.68,3,4,20,0,24,6,0,0,4,2,39.71
612,24.32,76.5,3,28800.0,0.4711,1.0,0.4711,1.0,3.0,3.0,0.0,0.0,3000.03,17.3,3,4,11,1,24,6,0,0,4,2,24.96
927,31.59,115.88,2,28800.0,0.8375,1.0,0.8375,1.0,2.0,2.0,0.0,0.0,3000.03,17.68,3,4,20,1,24,6,0,0,4,2,15.69
750,20.12,93.75,4,28800.0,0.3924,1.0,0.3924,1.0,4.0,4.0,0.0,0.0,3000.03,17.99,3,4,3,2,24,6,0,1,4,2,8.39
808,21.4,113.74,2,25715.625,0.2761,0.8929374999999999,0.6218,1.0,4.0,2.0,0.0,0.0,3000.03,18.14,3,4,7,2,24,6,0,0,4,2,4.79
785,40.74,109.42,4,25828.0,0.8434,0.8968,0.9404,1.0,4.0,4.0,0.0,0.0,3110.86,18.45,4,4,14,2,24,6,0,0,4,2,110.77
715,41.5,94.88,4,27128.0,0.7748,0.9419,0.8226,1.0,4.0,3.0,0.0,0.0,3110.86,18.88,3,3,1,3,24,6,0,1,4,2,100.34
736,10.91,92.0,5,28800.0,0.2632,1.0,0.2632,1.0,5.0,5.0,0.0,0.0,3110.86,19.3,3,3,11,3,24,6,0,0,4,2,90.3
817,48.24,102.12,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,3110.86,19.69,3,2,20,3,24,6,0,0,4,2,80.9
872,46.71,109.0,3,28800.0,0.75,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3110.86,20.06,3,2,5,4,24,6,0,1,4,2,72.1
813,12.93,101.62,2,28800.0,0.3111,1.0,0.3111,1.0,2.0,2.0,0.0,0.0,3110.86,20.39,3,2,13,4,24,6,0,0,4,2,64.05
780,18.55,97.5,6,28800.0,0.4008,1.0,0.4008,1.0,6.0,6.0,0.0,0.0,3110.86,20.58,3,2,17,4,24,6,0,0,4,2,59.65
677,32.05,84.62,2,28800.0,0.6434,1.0,0.6434,1.0,2.0,2.0,0.0,0.0,3110.86,20.81,3,2,23,4,24,6,0,1,4,2,54.1
832,11.53,104.0,3,28800.0,0.3259,1.0,0.3259,1.0,3.0,3.0,0.0,0.0,3110.86,21.1,2,2,6,5,24,6,1,0,4,2,47.07
732,32.24,91.5,5,28800.0,0.7577,1.0,0.7577,1.0,5.0,5.0,0.0,0.0,3110.86,21.47,2,1,15,5,24,6,1,0,4,2,38.2
696,19.03,87.0,2,28800.0,0.4391,1.0,0.4391,1.0,2.0,2.0,0.0,0.0,3110.86,21.77,2,1,22,5,24,6,1,1,4,2,30.94
787,23.36,98.38,3,28800.0,0.5192,1.0,0.5192,1.0,3.0,3.0,0.0,0.0,3110.86,22.32,1,1,11,6,24,6,1,0,4,2,17.74
729,36.22,91.12,6,28800.0,0.7285,1.0,0.7285,1.0,6.0,6.0,0.0,0.0,3110.86,22.73,1,1,21,6,24,6,1,0,4,2,8.1
894,12.26,111.75,4,28800.0,0.251,1.0,0.3138,1.0,5.0,4.0,0.0,0.0,3110.86,22.8,1,1,23,6,24,6,1,1,4,2,6.32
652,13.74,85.41,2,27482.0,0.2703,0.9542,0.2833,1.0,2.0,2.0,0.0,0.0,3124.77,23.24,2,1,9,0,25,6,0,0,4,2,80.7
740,27.39,100.62,4,26477.0,0.7014,0.9193,0.763,1.0,4.0,4.0,0.0,0.0,3124.77,23.58,2,1,18,0,25,6,0,0,4,2,72.47
774,17.97,108.46,5,25715.625,0.427,0.8929374999999999,0.4787,1.0,3.0,3.0,0.0,0.0,3194.09,0.35,2,2,5,1,25,6,0,1,4,2,60.93
776,42.83,97.0,3,28800.0,0.75,1.0,1.0,1.0,4.0,3.0,0.0,0.0,3194.09,0.48,2,2,8,1,25,6,0,0,4,2,57.92
782,39.52,97.75,6,28800.0,0.823,1.0,0.823,1.0,6.0,6.0,0.0,0.0,3194.09,0.81,2,2,16,1,25,6,0,0,4,2,49.8
665,31.96,83.12,3,28800.0,0.5489,1.0,0.5489,1.0,6.0,6.0,0.0,0.0,3194.09,1.15,2,2,0,2,25,6,0,1,4,2,41.78
757,48.63,94.62,5,28800.0,0.9512,1.0,0.9512,1.0,5.0,5.0,0.0,0.0,3194.09,1.41,2,2,7,2,25,6,0,0,4,2,35.53
737,20.25,92.12,4,28800.0,0.5034,1.0,0.5034,1.0,4.0,4.0,0.0,0.0,3194.09,1.85,1,2,17,2,25,6,0,0,4,2,24.92
746,34.98,93.25,6,28800.0,0.7605,1.0,0.7605,1.0,6.0,6.0,0.0,0.0,3194.09,2.24,1,2,3,3,25,6,0,1,4,2,15.52
881,15.22,118.88,6,26678.0,0.3784,0.9263,0.4085,1.0,6.0,6.0,0.0,0.0,3194.09,2.65,1,2,13,3,25,6,0,0,4,2,5.6
766,42.17,100.98,6,27309.0,0.9482,0.9482,1.0,1.0,6.0,6.0,0.0,0.0,3194.09,2.91,2,2,19,3,25,6,0,0,4,2,161.83
778,11.37,107.07,6,26159.0,0.2599,0.9083,0.2861,1.0,2.0,2.0,0.0,0.0,3333.09,3.24,2,2,2,4,25,6,0,1,4,2,153.93
870,12.02,108.75,6,28800.0,0.2831,1.0,0.2831,1.0,6.0,6.0,0.0,0.0,3333.09,3.38,2,2,6,4,25,6,0,0,4,2,150.53
715,41.5,89.38,5,28800.0,0.8344,1.0,0.8344,1.0,5.0,5.0,0.0,0.0,3333.09,3.88,2,2,18,4,25,6,0,0,4,2,138.6
810,40.71,101.25,2,28800.0,0.8682,1.0,0.8682,1.0,4.0,3.0,0.0,0.0,3333.09,4.3,2,2,4,5,25,6,1,1,4,2,128.53
726,35.75,90.75,5,28800.0,0.7739,1.0,0.7739,1.0,5.0,5.0,0.0,0.0,3333.09,4.45,2,2,8,5,25,6,1,0,4,2,124.76
775,38.0,96.88,3,28800.0,0.92,1.0,0.92,1.0,3.0,3.0,0.0,0.0,3333.09,4.89,2,2,18,5,25,6,1,0,4,2,114.35
665,33.84,83.12,3,28800.0,0.4946,1.0,0.6595,1.0,3.0,2.0,0.0,0.0,3333.09,5.25,2,2,3,6,25,6,1,1,4,2,105.65
741,9.6,92.62,2,28800.0,0.2282,1.0,0.2282,1.0,2.0,2.0,0.0,0.0,3333.09,5.46,2,2,8,6,25,6,1,0,4,2,100.5
842,34.6,105.25,3,28800.0,0.6424,1.0,0.8566,1.0,4.0,3.0,0.0,0.0,3333.09,5.75,2,2,15,6,25,6,1,0,4,2,93.6
674,9.2,84.25,2,28800.0,0.1403,1.0,0.2104,1.0,3.0,2.0,0.0,0.0,3333.09,6.08,2,2,23,6,25,6,1,1,4,2,85.7
888,38.96,111.0,4,28800.0,0.9139,1.0,0.9139,1.0,4.0,4.0,0.0,0.0,3333.09,6.55,1,1,10,0,26,6,0,0,4,2,74.31
604,9.79,75.5,4,28800.0,0.1785,1.0,0.1785,1.0,4.0,4.0,0.0,0.0,3333.09,6.93,1,1,19,0,26,6,0,0,4,2,65.36
709,22.35,88.62,4,28800.0,0.3348,1.0,0.4185,1.0,5.0,4.0,0.0,0.0,3333.09,7.55,1,1,10,1,26,6,0,0,4,2,50.35
717,19.4,89.62,6,28800.0,0.4362,1.0,0.4362,1.0,6.0,6.0,0.0,0.0,3333.09,7.77,1,1,15,1,26,6,0,0,4,2,45.15
846,19.83,105.75,5,28800.0,0.3556,1.0,0.4979,1.0,1.0,0.0,0.0,0.0,3333.09,8.34,1,1,5,2,26,6,0,1,4,2,31.55
757,32.13,102.15,3,26679.0,0.526,0.9264,0.757,1.0,4.0,3.0,0.0,0.0,3333.09,8.51,1,1,9,2,26,6,0,0,4,2,27.28
692,28.15,92.31,6,26987.0,0.5147,0.937,0.5493,1.0,6.0,6.0,0.0,0.0,3333.09,8.77,1,2,15,2,26,6,0,0,4,2,21.15
843,21.52,110.04,0,27580.0,0.0,0.9576,0.571,1.0,4.0,4.0,0.0,0.0,3353.27,0.34,1,2,0,3,26,6,0,1,4,2,12.0
622,25.09,94.54,3,25715.625,0.4346,0.8929374999999999,0.5284,1.0,3.0,3.0,0.0,0.0,3353.27,0.79,1,2,11,3,26,6,0,0,4,2,1.23
795,43.37,111.02,5,25780.0,0.8951,0.8951,1.0,1.0,5.0,5.0,0.0,0.0,3353.27,0.96,2,2,15,3,26,6,0,0,4,2,57.28
716,41.48,116.1,4,25715.625,0.7709,0.8929374999999999,1.0,1.0,4.0,4.0,0.0,0.0,3401.94,1.31,1,2,0,4,26,6,0,1,4,2,48.81
694,21.18,86.75,5,28800.0,0.4933,1.0,0.4933,1.0,5.0,5.0,0.0,0.0,3401.94,1.6,1,2,7,4,26,6,0,0,4,2,41.73
801,13.78,100.12,6,28800.0,0.378,1.0,0.378,1.0,6.0,6.0,0.0,0.0,3401.94,2.05,1,2,17,4,26,6,0,0,4,2,31.05
775,18.36,96.88,4,28800.0,0.3679,1.0,0.3679,1.0,6.0,5.0,0.0,0.0,3401.94,2.48,1,2,4,5,26,6,1,1,4,2,20.8
733,22.15,94.91,6,27802.0,0.4823,0.9653,0.4996,1.0,6.0,6.0,0.0,0.0,3401.94,2.84,1,2,12,5,26,6,1,0,4,2,12.0
725,13.46,93.69,5,27859.0,0.3119,0.9673,0.3224,1.0,5.0,5.0,0.0,0.0,3401.94,2.98,1,2,16,5,26,6,1,0,4,2,8.63
825,14.9,105.26,5,28217.0,0.2698,0.9798,0.3304,1.0,6.0,5.0,0.0,0.0,3408.77,0.21,1,3,23,5,26,6,1,1,4,2,1.75
743,32.38,105.97,2,25715.625,0.8171,0.8929374999999999,0.9323,1.0,2.0,2.0,0.0,0.0,3432.07,0.57,2,3,7,6,26,6,1,0,4,2,296.72
751,46.95,102.79,5,26303.0,0.9133,0.9133,1.0,1.0,5.0,5.0,0.0,0.0,3432.07,1.08,2,3,20,6,26,6,1,0,4,2,284.43
680,34.55,97.33,3,25715.625,0.7103,0.8929374999999999,0.8133,1.0,3.0,3.0,0.0,0.0,3432.07,1.17,2,3,22,6,26,6,1,1,4,2,282.37
843,38.44,142.57,4,25715.625,0.7391,0.8929374999999999,1.0,1.0,4.0,4.0,0.0,0.0,3495.95,0.08,2,4,8,0,27,6,0,0,4,2,271.55
780,12.64,109.87,6,25715.625,0.2597,0.8929374999999999,0.2927,1.0,6.0,6.0,0.0,0.0,3495.95,0.6,2,4,21,0,27,6,0,0,4,2,259.12
849,14.86,120.28,4,25715.625,0.3361,0.8929374999999999,0.3809,1.0,5.0,5.0,0.0,0.0,3495.95,0.83,2,4,2,1,27,6,0,1,4,2,253.55
870,45.12,108.75,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3495.95,1.23,2,4,12,1,27,6,0,0,4,2,243.8
714,25.33,89.25,4,28800.0,0.3344,1.0,0.5015,1.0,6.0,4.0,0.0,0.0,3495.95,1.33,2,4,14,1,27,6,0,0,4,2,241.6
727,13.45,90.88,5,28800.0,0.2994,1.0,0.2994,1.0,1.0,1.0,0.0,0.0,3495.95,1.88,2,4,4,2,27,7,0,1,4,2,228.37
881,13.77,110.12,5,28800.0,0.4188,1.0,0.4188,1.0,5.0,5.0,0.0,0.0,3495.95,1.99,2,4,6,2,27,7,0,0,4,2,225.77
661,33.17,82.62,2,28800.0,0.712,1.0,0.712,1.0,2.0,2.0,0.0,0.0,3495.95,2.56,2,4,20,2,27,7,0,0,4,2,212.03
822,25.72,102.75,1,28800.0,0.6331,1.0,0.6331,1.0,3.0,3.0,0.0,0.0,3495.95,2.71,2,5,0,3,27,7,0,1,4,2,208.42
836,39.92,104.5,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3683.39,2.99,2,5,6,3,27,7,0,0,4,2,201.75
786,45.41,98.25,6,28800.0,0.9372,1.0,0.9372,1.0,6.0,6.0,0.0,0.0,3683.39,3.56,1,5,20,3,27,7,0,0,4,2,187.88
798,16.17,99.75,3,28800.0,0.4334,1.0,0.4334,1.0,3.0,3.0,0.0,0.0,3683.39,3.63,1,5,22,3,27,7,0,1,4,2,186.37
683,48.73,85.38,2,28800.0,0.617,1.0,0.9254,1.0,3.0,2.0,0.0,0.0,3683.39,4.25,1,5,13,4,27,7,0,0,4,2,171.38
664,38.96,83.0,2,28800.0,0.6688,1.0,0.6688,1.0,2.0,2.0,0.0,0.0,3683.39,4.48,1,5,18,4,27,7,0,0,4,2,165.87
666,18.07,83.25,4,28800.0,0.2822,1.0,0.3527,1.0,6.0,6.0,0.0,0.0,3683.39,4.73,1,5,0,5,27,7,1,1,4,2,159.92
764,38.02,95.5,6,28800.0,0.9221,1.0,0.9221,1.0,6.0,6.0,0.0,0.0,3683.39,5.27,1,5,13,5,27,7,1,0,4,2,146.85
794,34.53,99.25,3,28800.0,0.7157,1.0,0.7157,1.0,3.0,3.0,0.0,0.0,3683.39,5.38,1,5,16,5,27,7,1,0,4,2,144.25
622,30.53,77.75,6,28800.0,0.5462,1.0,0.5462,1.0,7.0,6.0,0.0,0.0,3683.39,5.79,0,5,2,6,27,7,1,1,4,2,134.4
806,15.87,100.75,2,28800.0,0.443,1.0,0.443,1.0,2.0,2.0,0.0,0.0,3683.39,6.22,0,5,12,6,27,7,1,0,4,2,124.17
783,12.33,97.88,5,28800.0,0.2798,1.0,0.2798,1.0,5.0,5.0,0.0,0.0,3683.39,6.42,0,5,17,6,27,7,1,0,4,2,119.32
632,51.2,79.0,6,28800.0,0.7494,1.0,0.8743,1.0,3.0,3.0,0.0,0.0,3683.39,6.93,0,5,5,0,28,7,0,1,4,2,107.0
853,41.42,106.62,2,28800.0,0.9673,1.0,0.9673,1.0,2.0,2.0,0.0,0.0,3683.39,7.26,0,5,13,0,28,7,0,0,4,2,99.23
890,19.24,111.25,6,28800.0,0.5445,1.0,0.5445,1.0,6.0,6.0,0.0,0.0,3683.39,7.34,0,5,15,0,28,7,0,0,4,2,97.17
818,33.87,102.25,3,28800.0,0.747,1.0,0.747,1.0,3.0,3.0,0.0,0.0,3683.39,7.8,0,5,2,1,28,7,0,1,4,2,86.17
646,28.98,80.75,4,28800.0,0.6202,1.0,0.6202,1.0,4.0,4.0,0.0,0.0,3683.39,8.06,0,5,8,1,28,7,0,0,4,2,79.93
867,30.5,108.38,3,28800.0,0.7598,1.0,0.7598,1.0,3.0,3.0,0.0,0.0,3683.39,8.31,0,5,14,1,28,7,0,0,4,2,73.87
704,15.07,88.0,3,28800.0,0.3305,1.0,0.3305,1.0,5.0,5.0,0.0,0.0,3683.39,8.8,0,5,2,2,28,7,0,1,4,2,62.17
753,35.26,94.12,5,28800.0,0.7271,1.0,0.7271,1.0,5.0,5.0,0.0,0.0,3683.39,9.02,0,5,7,2,28,7,0,0,4,2,57.02
789,53.43,98.62,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3683.39,9.6,0,5,21,2,28,7,0,0,4,2,43.07
686,12.16,85.75,5,28800.0,0.2611,1.0,0.2611,1.0,7.0,7.0,0.0,0.0,3683.39,9.84,0,5,3,3,28,7,0,1,4,2,37.18
803,37.23,100.38,6,28800.0,0.8549,1.0,0.8549,1.0,6.0,6.0,0.0,0.0,3683.39,10.25,0,5,13,3,28,7,0,0,4,2,27.47
889,30.35,111.12,4,28800.0,0.8958,1.0,0.8958,1.0,4.0,4.0,0.0,0.0,3683.39,10.36,0,5,15,3,28,7,0,0,4,2,24.83
771,47.3,96.38,7,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,3683.39,10.75,0,5,1,4,28,7,0,1,4,2,15.4
695,14.5,96.85,5,25834.0,0.3371,0.897,0.3758,1.0,5.0,5.0,0.0,0.0,3697.77,11.1,0,5,9,4,28,7,0,0,4,2,6.97
830,23.04,127.39,5,25715.625,0.4339,0.8929374999999999,0.6394,1.0,6.0,5.0,0.0,0.0,3705.46,11.59,1,5,21,4,28,7,0,0,4,2,62.45
801,42.79,109.63,4,26302.0,0.9133,0.9133,1.0,1.0,4.0,4.0,0.0,0.0,3705.46,11.69,1,5,23,4,28,7,0,1,4,2,60.17
825,37.21,104.05,3,28543.0,0.8964,0.9911,0.9044,1.0,3.0,3.0,0.0,0.0,3751.09,12.14,2,5,10,5,28,7,1,0,4,2,49.29
779,21.06,98.13,3,28579.0,0.4414,0.9923,0.4448,1.0,3.0,3.0,0.0,0.0,3751.09,12.5,2,5,19,5,28,7,1,0,4,2,40.77
778,19.84,97.75,3,28653.0,0.4925,0.9949,0.495,1.0,3.0,3.0,0.0,0.0,3751.09,12.7,2,5,23,5,28,7,1,1,4,2,35.85
899,21.66,112.38,6,28800.0,0.5797,1.0,0.5797,1.0,6.0,6.0,0.0,0.0,3751.09,13.09,2,5,9,6,28,7,1,0,4,2,26.67
716,14.79,89.5,2,28800.0,0.315,1.0,0.315,1.0,2.0,2.0,0.0,0.0,3751.09,13.37,2,5,16,6,28,7,1,0,4,2,19.8
731,11.59,91.38,6,28800.0,0.2721,1.0,0.2721,1.0,6.0,6.0,0.0,0.0,3751.09,13.62,2,5,22,6,28,7,1,1,4,2,13.75
749,21.76,105.98,6,25715.625,0.4673,0.8929374999999999,0.529,1.0,6.0,6.0,0.0,0.0,3761.13,14.14,2,5,10,0,29,7,0,0,4,2,1.29
778,18.67,108.55,5,25802.0,0.4115,0.8959,0.5512,1.0,6.0,5.0,0.0,0.0,3803.94,14.4,3,5,16,0,29,7,0,0,4,2,59.99
755,22.11,107.35,6,25715.625,0.4861,0.8929374999999999,0.5529,1.0,4.0,4.0,0.0,0.0,3803.94,14.94,3,5,5,1,29,7,0,1,4,2,46.91
619,40.1,77.38,2,28800.0,0.7445,1.0,0.7445,1.0,2.0,2.0,0.0,0.0,3803.94,15.22,3,5,12,1,29,7,0,0,4,2,40.36
755,42.02,94.38,4,28800.0,0.8696,1.0,0.8696,1.0,4.0,4.0,0.0,0.0,3803.94,15.57,3,5,20,1,29,7,0,0,4,2,31.86
911,14.8,113.88,4,28800.0,0.3771,1.0,0.3771,1.0,3.0,3.0,0.0,0.0,3803.94,15.8,3,5,2,2,29,7,0,1,4,2,26.29
781,39.98,99.9,3,28145.0,0.9489,0.9773,0.9709,1.0,3.0,3.0,0.0,0.0,3803.94,16.02,3,5,7,2,29,7,0,0,4,2,21.14
712,17.35,90.3,3,28386.0,0.3753,0.9856,0.3808,1.0,3.0,3.0,0.0,0.0,3824.33,16.52,3,5,19,2,29,7,0,0,4,2,9.16
862,24.17,109.1,3,28444.0,0.5986,0.9876,0.6061,1.0,5.0,5.0,0.0,0.0,3824.33,16.77,3,4,1,3,29,7,0,1,4,2,3.21
891,40.46,117.94,3,27197.0,0.9443,0.9443,1.0,1.0,3.0,3.0,0.0,0.0,3933.73,17.1,4,4,9,3,29,7,0,0,4,2,106.89
673,36.9,95.5,5,25715.625,0.702,0.8929374999999999,0.7969,1.0,5.0,5.0,0.0,0.0,3933.73,17.48,4,4,18,3,29,7,0,0,4,2,97.89
919,17.33,131.42,5,25715.625,0.435,0.8929374999999999,0.4976,1.0,4.0,4.0,0.0,0.0,3933.73,17.89,4,4,4,4,29,7,0,1,4,2,87.97
917,31.86,114.62,5,28800.0,0.6931,1.0,0.8317,1.0,6.0,5.0,0.0,0.0,3933.73,18.15,4,4,10,4,29,7,0,0,4,2,81.89
822,20.27,102.75,4,28800.0,0.4318,1.0,0.4318,1.0,4.0,4.0,0.0,0.0,3933.73,18.55,3,4,20,4,29,7,0,0,4,2,72.14
614,11.07,76.75,4,28800.0,0.2062,1.0,0.2062,1.0,2.0,2.0,0.0,0.0,3933.73,18.92,2,4,5,5,29,7,1,1,4,2,63.27
688,33.98,86.0,4,28800.0,0.6546,1.0,0.6546,1.0,4.0,4.0,0.0,0.0,3933.73,19.16,2,4,10,5,29,7,1,0,4,2,57.65
