total_output,avg_cycle_time_sec,throughput_units_per_hour,shift_total_pass,operating_seconds,oee,availability,performance,quality,total_produced,total_pass,total_reject,defect_rate,cum_running_hours,days_since_last_maintenance,corrective_wo_last_7d,preventive_wo_last_30d,hours_to_next_failure_event,hour_of_day,day_of_week,week_of_year,month,is_weekend,is_night_shift,machine_encoded,line_encoded,failure_binary,risk_level_encoded
827,30.79,103.38,5,28800.0,0.8256,1.0,0.8256,1.0,4.0,4.0,0.0,0.0,4161.89,24.783749,2,2,218.89,0,2,30,7,0,1,2,3,0,0
691,20.93,86.38,2,28800.0,0.3978,1.0,0.3978,1.0,2.0,2.0,0.0,0.0,4161.89,24.783749,2,1,206.17,12,2,30,7,0,0,2,3,0,0
723,13.62,90.38,2,28800.0,0.3078,1.0,0.3078,1.0,2.0,2.0,0.0,0.0,4161.89,24.783749,2,1,202.59,16,2,30,7,0,0,2,3,0,0
691,44.69,86.38,4,28800.0,0.8669,1.0,0.8669,1.0,4.0,4.0,0.0,0.0,4161.89,24.783749,2,1,194.14,0,3,30,7,0,1,2,3,0,0
618,34.32,77.25,4,28800.0,0.5251,1.0,0.6564,1.0,5.0,4.0,0.0,0.0,4161.89,24.783749,2,1,182.84,12,3,30,7,0,0,2,3,0,0
652,41.19,81.5,5,28800.0,0.6631,1.0,0.7958,1.0,6.0,5.0,0.0,0.0,4161.89,24.783749,2,1,178.25,16,3,30,7,0,0,2,3,0,0
736,26.47,92.0,4,28800.0,0.587,1.0,0.587,1.0,4.0,4.0,0.0,0.0,4161.89,24.783749,2,1,171.22,23,3,30,7,0,1,2,3,0,0
589,12.86,73.62,4,28800.0,0.2211,1.0,0.2211,1.0,4.0,4.0,0.0,0.0,4161.89,24.783749,2,1,158.59,12,4,30,7,0,0,2,3,0,0
685,22.82,85.62,4,28800.0,0.3712,1.0,0.464,1.0,5.0,4.0,0.0,0.0,4161.89,24.783749,2,1,153.54,17,4,30,7,0,0,2,3,0,0
525,32.53,65.62,3,28800.0,0.5159,1.0,0.5159,1.0,3.0,3.0,0.0,0.0,4161.89,24.783749,2,1,147.22,23,4,30,7,0,1,2,3,0,0
725,31.51,90.62,5,28800.0,0.6887,1.0,0.6887,1.0,5.0,5.0,0.0,0.0,4161.89,24.783749,2,1,137.22,9,5,30,7,1,0,2,3,0,0
796,36.58,99.5,2,28800.0,0.846,1.0,0.846,1.0,2.0,2.0,0.0,0.0,4161.89,24.783749,2,1,125.67,21,5,30,7,1,0,2,3,0,0
534,19.84,66.75,6,28800.0,0.27,1.0,0.315,1.0,7.0,6.0,0.0,0.0,4161.89,24.783749,2,1,124.42,22,5,30,7,1,1,2,3,0,0
745,36.13,93.12,6,28800.0,0.9287,1.0,0.9287,1.0,6.0,6.0,0.0,0.0,4161.89,24.783749,2,1,113.34,9,6,30,7,1,0,2,3,0,0
707,22.39,88.38,3,28800.0,0.5349,1.0,0.5349,1.0,3.0,3.0,0.0,0.0,4161.89,24.783749,2,1,108.04,15,6,30,7,1,0,2,3,0,0
789,39.07,98.62,2,28800.0,0.9983,1.0,0.9983,1.0,2.0,2.0,0.0,0.0,4161.89,24.783749,1,1,99.52,23,6,30,7,1,1,2,3,0,0
648,11.22,81.0,2,28800.0,0.1895,1.0,0.1895,1.0,2.0,2.0,0.0,0.0,4161.89,24.783749,1,1,90.95,8,0,31,7,0,0,2,3,0,0
606,39.52,75.75,4,28800.0,0.6496,1.0,0.812,1.0,5.0,4.0,0.0,0.0,4161.89,24.783749,1,1,81.75,17,0,31,7,0,0,2,3,0,0
712,47.29,89.0,4,28800.0,0.9382,1.0,0.9382,1.0,4.0,4.0,0.0,0.0,4161.89,24.783749,1,1,63.85,11,1,31,7,0,0,2,3,0,0
680,27.67,85.0,2,28800.0,0.5584,1.0,0.5584,1.0,2.0,2.0,0.0,0.0,4161.89,24.783749,1,1,56.74,18,1,31,7,0,0,2,3,0,0
630,40.5,78.75,7,28800.0,0.695,1.0,0.695,1.0,6.0,6.0,0.0,0.0,4161.89,24.783749,0,1,46.7,4,2,31,7,0,1,2,3,0,0
627,31.67,81.61,5,27660.0,0.5391,0.9604,0.5613,1.0,5.0,5.0,0.0,0.0,4161.89,24.783749,0,1,42.85,8,2,31,7,0,0,2,3,0,0
796,23.26,108.17,4,26491.0,0.513,0.9198,0.5577,1.0,4.0,4.0,0.0,0.0,4199.61,0.12,0,2,34.8,16,2,31,7,0,0,2,3,0,0
632,50.71,85.53,6,26600.0,0.8365,0.9236,0.9057,1.0,4.0,4.0,0.0,0.0,4199.61,0.58,0,2,23.74,3,3,31,7,0,1,2,3,1,3
723,29.27,90.38,3,28800.0,0.6464,1.0,0.6464,1.0,3.0,3.0,0.0,0.0,4199.61,0.69,0,2,21.1,6,3,31,7,0,0,2,3,1,3
612,45.32,76.5,5,28800.0,0.8211,1.0,0.8211,1.0,5.0,5.0,0.0,0.0,4199.61,1.32,0,2,5.95,21,3,31,7,0,0,2,3,1,3
746,49.97,93.25,4,28800.0,0.9892,1.0,0.9892,1.0,4.0,4.0,0.0,0.0,4199.61,1.67,1,2,,5,4,31,7,0,1,2,3,0,0
620,19.05,85.63,3,26065.0,0.3993,0.905,0.4412,1.0,3.0,3.0,0.0,0.0,4217.92,1.82,1,2,,9,4,31,7,0,0,2,3,0,0
736,15.36,102.23,2,25919.0,0.3772,0.9,0.4191,1.0,2.0,2.0,0.0,0.0,4217.92,2.18,1,2,,17,4,31,7,0,0,2,3,0,0
599,10.69,80.4,4,26820.0,0.188,0.9313,0.2019,1.0,3.0,3.0,0.0,0.0,4217.92,2.5,1,2,,1,5,31,8,1,1,2,3,0,0
693,15.34,86.62,3,28800.0,0.2955,1.0,0.2955,1.0,3.0,3.0,0.0,0.0,4217.92,3.37,1,2,,22,5,31,8,1,1,2,3,0,0
902,18.07,112.75,4,28800.0,0.4613,1.0,0.4613,1.0,4.0,4.0,0.0,0.0,29.71,,0,0,398.9,10,6,5,2,1,0,9,3,0,0
913,26.9,114.12,2,28800.0,0.8112,1.0,0.8112,1.0,2.0,2.0,0.0,0.0,29.71,,0,0,394.65,14,6,5,2,1,0,9,3,0,0
814,40.28,108.76,3,26944.0,0.8731,0.9356,0.9332,1.0,3.0,3.0,0.0,0.0,78.64,,1,0,374.26,11,0,6,2,0,0,9,3,0,0
928,33.0,121.13,2,27581.0,0.9577,0.9577,1.0,1.0,2.0,2.0,0.0,0.0,78.64,,1,0,366.4,19,0,6,2,0,0,9,3,0,0
979,32.75,126.88,4,27778.0,0.8788,0.9645,0.9111,1.0,4.0,4.0,0.0,0.0,78.64,,1,0,358.38,3,1,6,2,0,1,9,3,0,0
950,38.62,118.75,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,78.64,,1,0,351.5,10,1,6,2,0,0,9,3,0,0
928,42.73,116.0,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,78.64,,1,0,345.21,16,1,6,2,0,0,9,3,0,0
989,14.22,123.62,4,28800.0,0.3671,1.0,0.3671,1.0,6.0,6.0,0.0,0.0,78.64,,1,0,335.88,1,2,6,2,0,1,9,3,0,0
939,49.49,121.79,6,27756.0,0.9637,0.9637,1.0,1.0,6.0,6.0,0.0,0.0,78.64,,1,0,328.43,9,2,6,2,0,0,9,3,0,0
1050,21.76,137.19,3,27553.0,0.7361,0.9567,0.7694,1.0,3.0,3.0,0.0,0.0,105.8,,1,0,322.8,14,2,6,2,0,0,9,3,0,0
751,42.83,97.74,6,27660.0,0.8962,0.9604,0.9332,1.0,5.0,5.0,0.0,0.0,105.8,,1,0,309.75,3,3,6,2,0,1,9,3,0,0
859,45.13,126.64,5,25715.625,0.8478,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,105.8,,1,0,306.33,7,3,6,2,0,0,9,3,0,0
869,47.69,117.7,6,26580.0,0.9229,0.9229,1.0,1.0,6.0,6.0,0.0,0.0,159.68,0.28,1,1,291.85,21,3,6,2,0,0,9,3,0,0
827,32.19,110.21,5,27014.0,0.7741,0.938,0.8253,1.0,2.0,2.0,0.0,0.0,159.68,0.42,1,1,288.46,1,4,6,2,0,1,9,3,0,0
951,29.89,118.88,4,28800.0,0.8292,1.0,0.8292,1.0,4.0,4.0,0.0,0.0,159.68,0.8,1,1,279.21,10,4,6,2,0,0,9,3,0,0
939,37.49,117.38,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,159.68,1.24,1,1,268.65,20,4,6,2,0,0,9,3,0,0
776,24.88,97.0,2,28800.0,0.5149,1.0,0.5149,1.0,2.0,2.0,0.0,0.0,159.68,1.56,1,1,261.01,4,5,6,2,1,1,9,3,0,0
789,14.87,121.07,2,25715.625,0.3961,0.8929374999999999,0.4863,1.0,2.0,2.0,0.0,0.0,159.68,1.87,1,1,253.5,12,5,6,2,1,0,9,3,0,0
984,22.47,136.59,6,25935.0,0.5866,0.9005,0.6514,1.0,6.0,6.0,0.0,0.0,159.68,1.97,1,1,251.21,14,5,6,2,1,0,9,3,0,0
970,42.07,151.81,2,25715.625,0.7987,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,159.68,2.33,1,2,242.65,22,5,6,2,1,1,9,3,0,0
1050,32.99,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,399.68,0.42,1,2,229.88,11,6,6,2,1,0,9,3,0,0
760,30.72,95.0,3,28800.0,0.7679,1.0,0.7679,1.0,3.0,3.0,0.0,0.0,399.68,0.7,1,2,223.1,18,6,6,2,1,0,9,3,0,0
938,29.73,117.25,7,28800.0,0.7882,1.0,0.7882,1.0,7.0,7.0,0.0,0.0,399.68,0.88,1,2,218.88,22,6,6,2,1,1,9,3,0,0
955,42.82,119.38,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,399.68,1.19,0,2,211.38,6,0,7,2,0,0,9,3,0,0
1016,39.83,127.0,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,399.68,1.84,0,2,195.81,21,0,7,2,0,0,9,3,0,0
721,32.65,90.12,2,28800.0,0.4844,1.0,0.7265,1.0,6.0,6.0,0.0,0.0,399.68,2.14,0,2,188.71,4,1,7,2,0,1,9,3,0,0
904,25.96,113.0,5,28800.0,0.8017,1.0,0.8017,1.0,5.0,5.0,0.0,0.0,399.68,2.33,0,2,184.0,9,1,7,2,0,0,9,3,0,0
962,46.14,120.25,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,399.68,2.71,0,2,174.93,18,1,7,2,0,0,9,3,0,0
937,34.06,117.12,6,28800.0,0.992,1.0,0.992,1.0,2.0,2.0,0.0,0.0,399.68,3.06,0,2,166.51,3,2,7,2,0,1,9,3,0,0
938,26.42,117.25,5,28800.0,0.7126,1.0,0.7126,1.0,5.0,5.0,0.0,0.0,399.68,3.43,0,2,157.78,11,2,7,2,0,0,9,3,0,0
872,10.25,109.0,4,28800.0,0.2882,1.0,0.2882,1.0,4.0,4.0,0.0,0.0,399.68,3.65,0,2,152.48,17,2,7,2,0,0,9,3,0,0
868,32.06,108.5,2,28800.0,0.8023,1.0,0.8023,1.0,2.0,2.0,0.0,0.0,399.68,3.91,0,2,146.11,23,2,7,2,0,1,9,3,0,0
1050,42.27,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,399.68,4.3,0,2,136.75,8,3,7,2,0,0,9,3,0,0
1050,38.77,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,399.68,4.82,0,2,124.26,21,3,7,2,0,0,9,3,0,0
1010,46.73,126.25,5,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,399.68,5.1,0,2,117.56,4,4,7,2,0,1,9,3,0,0
962,28.39,120.25,2,28800.0,0.7876,1.0,0.7876,1.0,2.0,2.0,0.0,0.0,399.68,5.3,0,2,112.85,8,4,7,2,0,0,9,3,0,0
948,39.69,118.5,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,399.68,5.57,0,2,106.21,15,4,7,2,0,0,9,3,0,0
956,37.11,119.5,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,399.68,6.15,0,2,92.43,5,5,7,2,1,1,9,3,0,0
967,20.13,120.88,2,28800.0,0.5282,1.0,0.5282,1.0,2.0,2.0,0.0,0.0,399.68,6.22,0,2,90.83,6,5,7,2,1,0,9,3,0,0
985,42.5,123.12,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,399.68,6.56,0,2,82.45,15,5,7,2,1,0,9,3,0,0
904,32.95,113.0,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,399.68,6.92,0,2,74.01,23,5,7,2,1,1,9,3,0,0
969,42.96,121.12,4,28800.0,0.8,1.0,1.0,1.0,5.0,4.0,0.0,0.0,399.68,7.32,0,2,64.43,9,6,7,2,1,0,9,3,0,0
937,32.27,117.12,1,28800.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,0.0,399.68,7.68,0,2,55.76,17,6,7,2,1,0,9,3,0,0
915,40.67,114.38,2,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,399.68,8.12,0,2,45.13,4,0,8,2,0,1,9,3,0,0
896,33.17,112.0,4,28800.0,0.85,1.0,0.85,1.0,4.0,4.0,0.0,0.0,399.68,8.43,0,2,37.76,11,0,8,2,0,0,9,3,0,0
932,25.45,116.5,4,28800.0,0.8081,1.0,0.8081,1.0,4.0,4.0,0.0,0.0,399.68,8.76,0,2,29.8,19,0,8,2,0,0,9,3,0,0
1046,26.09,130.75,5,28800.0,0.9163,1.0,0.9163,1.0,5.0,5.0,0.0,0.0,399.68,8.93,0,2,25.7,23,0,8,2,0,1,9,3,0,0
948,39.84,118.5,4,28800.0,0.9865,1.0,0.9865,1.0,4.0,4.0,0.0,0.0,399.68,9.48,0,2,12.38,13,1,8,2,0,0,9,3,1,3
988,44.33,123.5,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,399.68,9.81,0,2,4.45,21,1,8,2,0,0,9,3,1,3
1034,40.57,129.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,399.68,9.92,0,2,1.9,23,1,8,2,0,1,9,3,1,3
933,17.38,136.63,2,25715.625,0.552,0.8929374999999999,0.6467,1.0,2.0,2.0,0.0,0.0,498.23,10.49,1,2,90.19,13,2,8,2,0,0,9,3,0,0
1049,28.17,150.65,3,25715.625,0.8704,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,498.23,10.68,1,2,85.66,17,2,8,2,0,0,9,3,0,0
845,42.06,125.92,3,25715.625,0.6292,0.8929374999999999,1.0,1.0,4.0,3.0,0.0,0.0,498.23,10.88,1,2,80.89,22,2,8,2,0,1,9,3,0,0
1048,20.29,131.0,6,28800.0,0.7376,1.0,0.7376,1.0,6.0,6.0,0.0,0.0,498.23,11.23,1,2,72.44,7,3,8,2,0,0,9,3,0,0
1048,37.84,131.0,2,28800.0,0.6667,1.0,1.0,1.0,3.0,2.0,0.0,0.0,498.23,11.82,1,2,58.19,21,3,8,2,0,0,9,3,0,0
977,44.49,122.12,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,498.23,11.91,1,2,56.08,23,3,8,2,0,1,9,3,0,0
1029,21.05,128.62,3,28800.0,0.7046,1.0,0.7046,1.0,3.0,3.0,0.0,0.0,498.23,12.43,1,2,43.69,11,4,8,2,0,0,9,3,0,0
858,37.04,107.25,1,28800.0,0.4553,1.0,0.9107,1.0,2.0,1.0,0.0,0.0,498.23,12.58,1,2,40.08,15,4,8,2,0,0,9,3,0,0
1029,11.44,128.62,3,28800.0,0.3123,1.0,0.3123,1.0,5.0,5.0,0.0,0.0,498.23,13.15,1,2,26.44,5,5,8,2,1,1,9,3,0,0
951,46.75,118.88,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,498.23,13.26,1,2,23.76,7,5,8,2,1,0,9,3,1,2
988,16.25,123.5,5,28800.0,0.4329,1.0,0.4329,1.0,3.0,3.0,0.0,0.0,498.23,14.02,1,2,5.38,2,6,8,2,1,1,9,3,1,2
1011,28.6,153.43,5,25715.625,0.6257,0.8929374999999999,0.9116,1.0,6.0,5.0,0.0,0.0,511.71,14.61,2,2,6.0,16,6,8,2,1,0,9,3,1,3
920,17.29,136.94,3,25715.625,0.4443,0.8929374999999999,0.5291,1.0,5.0,5.0,0.0,0.0,521.15,15.11,3,2,7.1,4,0,9,2,0,1,9,3,1,3
888,33.83,126.24,6,25715.625,0.8476,0.8929374999999999,0.964,1.0,6.0,6.0,0.0,0.0,521.15,15.41,4,2,9.72,11,0,9,2,0,0,9,3,1,2
794,38.82,113.03,5,25715.625,0.6814,0.8929374999999999,0.9312,1.0,6.0,5.0,0.0,0.0,527.17,15.77,4,2,1.14,20,0,9,2,0,0,9,3,1,2
935,34.63,170.05,5,25715.625,0.6873,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,545.55,15.93,5,2,17.1,23,0,9,2,0,1,9,3,1,3
920,38.55,127.11,3,26056.0,0.6785,0.9047,1.0,1.0,4.0,3.0,0.0,0.0,545.55,16.36,5,2,6.82,10,1,9,2,0,0,9,3,1,3
1050,26.71,138.71,2,27251.0,0.7875,0.9462,0.8323,1.0,2.0,2.0,0.0,0.0,545.55,16.58,5,2,1.34,15,1,9,2,0,0,9,3,1,3
1024,24.98,138.8,5,26559.0,0.6691,0.9222,0.7256,1.0,2.0,1.0,0.0,0.0,577.21,17.09,5,2,187.07,3,2,9,2,0,1,9,3,0,0
1050,11.93,131.25,6,28800.0,0.4302,1.0,0.4302,1.0,6.0,6.0,0.0,0.0,577.21,17.33,5,2,181.12,9,2,9,2,0,0,9,3,0,0
1002,45.43,125.25,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,577.21,17.56,5,2,175.69,15,2,9,2,0,0,9,3,0,0
1050,38.62,131.25,1,28800.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,0.0,577.21,17.9,5,2,167.61,23,2,9,2,0,1,9,3,0,0
825,9.75,113.2,5,26236.0,0.206,0.911,0.2714,1.0,6.0,5.0,0.0,0.0,627.69,0.12,5,3,159.49,7,3,9,2,0,0,9,3,0,0
942,27.6,136.02,2,25715.625,0.5735,0.8929374999999999,0.9937,1.0,3.0,2.0,0.0,0.0,627.69,0.6,5,3,148.07,18,3,9,2,0,0,9,3,0,0
938,52.48,126.73,8,26645.0,0.9252,0.9252,1.0,1.0,2.0,1.0,0.0,0.0,627.69,1.03,5,3,137.54,5,4,9,2,0,1,9,3,0,0
1016,51.44,127.0,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,627.69,1.17,5,3,134.21,8,4,9,2,0,0,9,3,0,0
1019,37.1,127.38,5,28800.0,0.8333,1.0,1.0,1.0,6.0,5.0,0.0,0.0,627.69,1.67,5,3,122.39,20,4,9,2,0,0,9,3,0,0
1014,9.38,126.75,1,28800.0,0.1434,1.0,0.2869,1.0,8.0,8.0,0.0,0.0,627.69,2.06,5,3,113.04,5,5,9,2,1,1,9,3,0,0
1050,39.87,136.18,6,27757.0,0.9638,0.9638,1.0,1.0,6.0,6.0,0.0,0.0,662.64,2.38,5,3,105.17,13,5,9,2,1,0,9,3,0,0
888,16.23,113.64,4,28131.0,0.297,0.9768,0.3801,1.0,5.0,4.0,0.0,0.0,662.64,2.5,5,3,102.31,16,5,9,2,1,0,9,3,0,0
895,9.9,115.24,8,27960.0,0.2647,0.9708,0.2727,1.0,2.0,2.0,0.0,0.0,662.64,3.04,5,3,89.44,5,6,9,3,1,1,9,3,0,0
1050,26.87,145.09,4,26053.0,0.8776,0.9046,0.9701,1.0,4.0,4.0,0.0,0.0,662.64,3.08,5,3,88.51,6,6,9,3,1,0,9,3,0,0
1050,40.37,141.44,6,26725.0,0.928,0.928,1.0,1.0,6.0,6.0,0.0,0.0,662.64,3.52,4,3,77.88,16,6,9,3,1,0,9,3,0,0
888,28.45,119.67,2,26714.0,0.7258,0.9276,0.7825,1.0,6.0,5.0,0.0,0.0,692.78,0.28,3,4,66.66,4,0,10,3,0,1,9,3,0,0
1032,48.78,129.0,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,692.78,0.41,3,4,63.73,7,0,10,3,0,0,9,3,0,0
861,10.28,107.62,5,28800.0,0.2768,1.0,0.2768,1.0,5.0,5.0,0.0,0.0,692.78,0.87,2,4,52.56,18,0,10,3,0,0,9,3,0,0
1050,46.11,131.25,5,28800.0,0.8333,1.0,1.0,1.0,2.0,2.0,0.0,0.0,692.78,1.3,1,5,42.31,4,1,10,3,0,1,9,3,0,0
1050,29.9,135.97,1,27800.0,0.4271,0.9653,0.8849,1.0,2.0,1.0,0.0,0.0,734.71,0.18,1,5,37.61,9,1,10,3,0,0,9,3,0,0
1050,17.8,143.1,3,26415.0,0.4988,0.9172,0.5438,1.0,3.0,3.0,0.0,0.0,734.71,0.67,0,5,25.88,20,1,10,3,0,0,9,3,0,0
934,30.75,127.8,2,26309.0,0.8273,0.9135,0.9056,1.0,3.0,3.0,0.0,0.0,734.71,1.0,0,5,17.99,4,2,10,3,0,1,9,3,1,3
979,19.37,139.26,5,25715.625,0.5144,0.8929374999999999,0.5853,1.0,5.0,5.0,0.0,0.0,734.71,1.23,0,5,12.44,10,2,10,3,0,0,9,3,1,3
995,23.25,141.15,4,25715.625,0.7169,0.8929374999999999,0.8136,1.0,4.0,4.0,0.0,0.0,734.71,1.46,0,5,6.88,15,2,10,3,0,0,9,3,1,3
1035,14.77,139.94,3,26625.0,0.524,0.9245,0.5668,1.0,5.0,5.0,0.0,0.0,734.71,1.82,1,5,8.69,0,3,10,3,0,1,9,3,1,2
821,11.08,111.39,2,26533.0,0.18,0.9213,0.293,1.0,3.0,2.0,0.0,0.0,742.66,2.31,2,5,41.6,12,3,10,3,0,0,9,3,0,0
993,17.1,153.84,2,25715.625,0.3878,0.8929374999999999,0.7209,1.0,3.0,2.0,0.0,0.0,784.04,2.54,2,5,36.09,17,3,10,3,0,0,9,3,0,0
978,36.46,136.12,5,25866.0,0.8981,0.8981,1.0,1.0,5.0,5.0,0.0,0.0,784.04,2.77,2,5,30.4,23,3,10,3,0,1,9,3,0,0
847,29.59,105.88,2,28800.0,0.5631,1.0,0.8446,1.0,3.0,2.0,0.0,0.0,784.04,3.18,2,5,20.67,9,4,10,3,0,0,9,3,1,3
847,38.72,105.88,4,28800.0,0.9643,1.0,0.9643,1.0,4.0,4.0,0.0,0.0,784.04,3.54,2,5,12.07,17,4,10,3,0,0,9,3,1,3
875,13.42,109.38,4,28800.0,0.2564,1.0,0.3205,1.0,2.0,2.0,0.0,0.0,784.04,4.0,2,5,0.89,4,5,10,3,1,1,9,3,1,3
1013,45.99,139.19,4,26200.0,0.7278,0.9097,1.0,1.0,5.0,4.0,0.0,0.0,830.59,4.27,3,5,72.75,11,5,10,3,1,0,9,3,0,0
961,14.19,140.68,6,25715.625,0.3577,0.8929374999999999,0.4189,1.0,6.0,6.0,0.0,0.0,830.59,4.66,3,4,63.45,20,5,10,3,1,0,9,3,0,0
942,13.44,137.06,2,25715.625,0.3621,0.8929374999999999,0.4215,1.0,3.0,3.0,0.0,0.0,830.59,4.88,3,4,58.12,1,6,10,3,1,1,9,3,0,0
805,49.85,100.62,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,830.59,5.21,3,4,50.33,9,6,10,3,1,0,9,3,0,0
781,18.66,97.62,4,28800.0,0.3938,1.0,0.3938,1.0,4.0,4.0,0.0,0.0,830.59,5.67,3,4,39.32,20,6,10,3,1,0,9,3,0,0
897,38.74,112.12,3,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,830.59,5.86,3,4,34.57,1,0,11,3,0,1,9,3,0,0
1050,43.42,136.98,2,27595.0,0.9582,0.9582,1.0,1.0,2.0,2.0,0.0,0.0,854.04,6.23,4,4,25.77,10,0,11,3,0,0,9,3,0,0
815,46.73,105.8,3,27731.0,0.7222,0.9629,1.0,1.0,4.0,3.0,0.0,0.0,854.04,6.47,4,4,19.98,16,0,11,3,0,0,9,3,1,2
993,53.3,129.1,4,27690.0,0.9615,0.9615,1.0,1.0,5.0,5.0,0.0,0.0,854.04,7.0,4,3,7.3,4,1,11,3,0,1,9,3,1,2
889,28.43,136.22,6,25715.625,0.8158,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,858.63,7.18,4,3,3.0,9,1,11,3,0,0,9,3,1,2
856,13.0,121.31,5,25715.625,0.3088,0.8929374999999999,0.4202,1.0,6.0,5.0,0.0,0.0,858.63,7.38,5,3,67.36,14,1,11,3,0,0,9,3,0,0
1050,28.43,166.38,5,25715.625,0.7889,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,869.91,7.8,5,3,57.43,23,1,11,3,0,1,9,3,0,0
875,25.31,117.76,4,26750.0,0.669,0.9288,0.7203,1.0,4.0,4.0,0.0,0.0,889.36,8.15,6,3,48.9,8,2,11,3,0,0,9,3,0,0
933,28.47,127.86,2,26269.0,0.8407,0.9121,0.9217,1.0,2.0,2.0,0.0,0.0,889.36,8.55,6,3,39.41,17,2,11,3,0,0,9,3,0,0
1028,21.45,142.78,3,25920.0,0.5861,0.9,0.6512,1.0,3.0,3.0,0.0,0.0,922.29,9.0,5,3,28.7,4,3,11,3,0,1,9,3,0,0
1050,42.98,131.25,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,922.29,9.16,5,3,24.75,8,3,11,3,0,0,9,3,0,0
982,17.13,122.75,5,28800.0,0.4869,1.0,0.4869,1.0,5.0,5.0,0.0,0.0,922.29,9.51,4,3,16.26,17,3,11,3,0,0,9,3,1,1
914,17.11,114.25,3,28800.0,0.4354,1.0,0.4354,1.0,3.0,3.0,0.0,0.0,922.29,9.92,4,3,6.55,2,4,11,3,0,1,9,3,1,1
1006,22.15,146.37,4,25715.625,0.6239,0.8929374999999999,0.7262,1.0,4.0,4.0,0.0,0.0,922.29,10.15,4,3,0.98,8,4,11,3,0,0,9,3,1,1
1048,25.04,151.53,4,25715.625,0.7019,0.8929374999999999,0.8119,1.0,4.0,4.0,0.0,0.0,931.27,10.52,5,3,42.97,17,4,11,3,0,0,9,3,0,0
941,50.87,136.0,3,25715.625,0.8649,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,931.27,10.77,5,4,36.8,23,4,11,3,0,1,9,3,0,0
869,23.22,114.34,2,27361.0,0.6263,0.95,0.6593,1.0,2.0,2.0,0.0,0.0,966.87,0.47,5,4,25.24,10,5,11,3,1,0,9,3,0,0
905,9.08,118.23,2,27556.0,0.257,0.9568,0.2686,1.0,2.0,2.0,0.0,0.0,966.87,0.61,5,4,22.0,14,5,11,3,1,0,9,3,1,3
1034,45.13,137.09,1,27152.0,0.9428,0.9428,1.0,1.0,1.0,1.0,0.0,0.0,966.87,0.98,5,4,13.0,23,5,11,3,1,1,9,3,1,3
946,31.72,122.03,2,27907.0,0.7926,0.969,0.818,1.0,2.0,2.0,0.0,0.0,966.87,1.44,5,4,2.09,10,6,11,3,1,0,9,3,1,3
934,15.59,119.12,1,28226.0,0.1969,0.9801,0.4017,1.0,2.0,1.0,0.0,0.0,993.58,1.85,6,4,19.47,20,6,11,3,1,0,9,3,1,3
918,30.18,122.05,4,27078.0,0.7097,0.9402,0.9435,1.0,5.0,4.0,0.0,0.0,993.58,2.52,5,4,3.35,12,0,12,3,0,0,9,3,1,3
