total_output,avg_cycle_time_sec,throughput_units_per_hour,shift_total_pass,operating_seconds,oee,availability,performance,quality,total_produced,total_pass,total_reject,defect_rate,cum_running_hours,days_since_last_maintenance,corrective_wo_last_7d,preventive_wo_last_30d,hour_of_day,day_of_week,week_of_year,month,is_weekend,is_night_shift,machine_encoded,line_encoded,risk_level_encoded
808,30.06,111.24,5,26148.0,0.6024,0.9079,0.7963,1.0,6.0,5.0,0.0,0.0,1859.89,2.88,1,3,16,1,17,4,0,0,4,2,0
598,14.28,83.76,5,25715.625,0.2928,0.8929374999999999,0.3281,1.0,2.0,2.0,0.0,0.0,1871.98,3.33,1,3,3,2,17,4,0,1,4,2,0
677,24.43,88.27,3,27612.0,0.465,0.9587,0.485,1.0,3.0,3.0,0.0,0.0,1871.98,3.56,1,4,9,2,17,4,0,0,4,2,0
827,33.76,115.24,3,25835.0,0.7902,0.897,0.8809,1.0,3.0,3.0,0.0,0.0,1932.87,0.44,1,4,20,2,17,4,0,0,4,2,0
751,40.21,100.77,2,26830.0,0.7982,0.9316,0.8568,1.0,4.0,4.0,0.0,0.0,1932.87,0.61,1,4,0,3,17,4,0,1,4,2,0
683,30.56,85.38,1,28800.0,0.318,1.0,0.636,1.0,2.0,1.0,0.0,0.0,1932.87,0.88,1,4,6,3,17,4,0,0,4,2,0
828,44.75,103.5,4,28800.0,0.8,1.0,1.0,1.0,5.0,4.0,0.0,0.0,1932.87,1.39,1,4,18,3,17,4,0,0,4,2,0
719,10.93,89.88,4,28800.0,0.2202,1.0,0.2202,1.0,4.0,4.0,0.0,0.0,1932.87,1.52,1,4,22,3,17,4,0,1,4,2,0
688,33.28,102.04,2,25715.625,0.714,0.8929374999999999,0.8472,1.0,2.0,2.0,0.0,0.0,1932.87,1.91,1,4,7,4,17,4,0,0,4,2,1
787,34.33,105.25,3,26920.0,0.5888,0.9347,0.8399,1.0,4.0,3.0,0.0,0.0,1932.87,2.18,1,4,14,4,17,4,0,0,4,2,1
835,35.93,123.32,7,25715.625,0.8162,0.8929374999999999,0.9643,1.0,7.0,7.0,0.0,0.0,1932.87,2.58,2,4,23,4,17,4,0,1,4,2,2
697,21.4,93.98,5,26700.0,0.3446,0.9271,0.4461,1.0,6.0,5.0,0.0,0.0,2017.29,3.19,3,4,14,5,17,4,1,0,4,2,0
697,17.47,92.97,3,26989.0,0.3502,0.9371,0.3737,1.0,2.0,0.0,0.0,0.0,2017.29,3.76,3,4,3,6,17,4,1,1,4,2,0
768,18.24,96.0,2,28800.0,0.3861,1.0,0.3861,1.0,2.0,2.0,0.0,0.0,2017.29,3.94,3,4,8,6,17,4,1,0,4,2,0
701,18.03,87.62,4,28800.0,0.3472,1.0,0.434,1.0,5.0,4.0,0.0,0.0,2017.29,4.22,3,4,14,6,17,4,1,0,4,2,0
712,45.95,89.0,0,28800.0,0.0,1.0,0.8959,1.0,5.0,5.0,0.0,0.0,2017.29,4.83,3,4,5,0,18,4,0,1,4,2,0
757,19.75,94.62,3,28800.0,0.399,1.0,0.399,1.0,3.0,3.0,0.0,0.0,2017.29,5.08,3,4,11,0,18,4,0,0,4,2,0
789,28.73,98.62,3,28800.0,0.6589,1.0,0.6589,1.0,3.0,3.0,0.0,0.0,2017.29,5.33,3,4,17,0,18,4,0,0,4,2,3
669,21.07,83.62,5,28800.0,0.4774,1.0,0.4774,1.0,5.0,5.0,0.0,0.0,2017.29,5.53,3,4,22,0,18,4,0,1,4,2,3
711,38.05,103.88,4,25715.625,0.6971,0.8929374999999999,0.8149,1.0,4.0,4.0,0.0,0.0,2017.29,6.13,3,4,12,1,18,4,0,0,4,2,3
695,10.27,106.62,4,25715.625,0.2003,0.8929374999999999,0.2458,1.0,4.0,4.0,0.0,0.0,2094.5,6.43,3,4,19,1,18,4,0,0,4,2,0
761,16.97,116.35,4,25715.625,0.3387,0.8929374999999999,0.4143,1.0,4.0,4.0,0.0,0.0,2094.5,6.52,3,4,22,1,18,4,0,1,4,2,0
690,16.18,86.25,4,28800.0,0.3764,1.0,0.3764,1.0,4.0,4.0,0.0,0.0,2094.5,7.13,3,4,12,2,18,4,0,0,4,2,0
708,9.24,88.5,6,28800.0,0.1991,1.0,0.1991,1.0,6.0,6.0,0.0,0.0,2094.5,7.33,3,4,17,2,18,4,0,0,4,2,0
756,39.56,94.5,4,28800.0,0.8,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2094.5,7.79,3,4,4,3,18,4,0,1,4,2,0
757,27.24,94.62,6,28800.0,0.5538,1.0,0.5538,1.0,6.0,6.0,0.0,0.0,2094.5,7.99,3,4,9,3,18,4,0,0,4,2,0
723,18.6,90.38,6,28800.0,0.3663,1.0,0.3663,1.0,6.0,6.0,0.0,0.0,2094.5,8.27,3,4,16,3,18,4,0,0,4,2,0
927,28.37,115.88,4,28800.0,0.8565,1.0,0.8565,1.0,5.0,5.0,0.0,0.0,2094.5,8.79,3,4,4,4,18,5,0,1,4,2,2
832,35.68,116.09,3,25801.0,0.8638,0.8959,0.9642,1.0,3.0,3.0,0.0,0.0,2094.5,9.12,3,4,12,4,18,5,0,0,4,2,2
750,43.95,116.09,5,25715.625,0.8076,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,2094.5,9.48,3,4,21,4,18,5,0,0,4,2,2
752,30.46,107.14,5,25715.625,0.6582,0.8929374999999999,0.7502,1.0,7.0,6.0,0.0,0.0,2106.91,9.75,3,4,3,5,18,5,1,1,4,2,0
778,14.03,97.25,4,28800.0,0.2803,1.0,0.3504,1.0,5.0,4.0,0.0,0.0,2106.91,9.9,3,4,7,5,18,5,1,0,4,2,0
736,12.92,92.0,5,28800.0,0.3133,1.0,0.3133,1.0,5.0,5.0,0.0,0.0,2125.87,10.37,2,5,18,5,18,5,1,0,4,2,0
806,29.64,100.75,6,28800.0,0.5413,1.0,0.6316,1.0,2.0,2.0,0.0,0.0,2125.87,10.74,2,5,3,6,18,5,1,1,4,2,0
748,35.16,109.76,5,25715.625,0.7491,0.8929374999999999,0.8793,1.0,5.0,5.0,0.0,0.0,2210.86,0.1,2,6,19,6,18,5,1,0,4,2,0
913,12.14,144.85,2,25715.625,0.3484,0.8929374999999999,0.4422,1.0,6.0,6.0,0.0,0.0,2210.86,0.52,2,6,5,0,19,5,0,1,4,2,0
771,40.57,96.38,2,28800.0,0.553,1.0,0.8294,1.0,3.0,2.0,0.0,0.0,2210.86,0.72,2,6,10,0,19,5,0,0,4,2,0
769,44.24,96.12,2,28800.0,0.9682,1.0,0.9682,1.0,2.0,2.0,0.0,0.0,2210.86,1.19,2,6,21,0,19,5,0,0,4,2,0
796,17.48,99.5,6,28800.0,0.3773,1.0,0.3773,1.0,6.0,6.0,0.0,0.0,2210.86,1.23,2,6,22,0,19,5,0,1,4,2,0
729,34.65,91.12,5,28800.0,0.7528,1.0,0.7528,1.0,5.0,5.0,0.0,0.0,2210.86,1.71,2,6,9,1,19,5,0,0,4,2,0
756,47.03,94.5,5,28800.0,0.9915,1.0,0.9915,1.0,5.0,5.0,0.0,0.0,2210.86,2.03,1,6,17,1,19,5,0,0,4,2,0
693,11.49,86.62,3,28800.0,0.2065,1.0,0.2065,1.0,7.0,7.0,0.0,0.0,2210.86,2.5,1,6,4,2,19,5,0,1,4,2,0
795,11.08,99.38,2,28800.0,0.2015,1.0,0.3023,1.0,3.0,2.0,0.0,0.0,2210.86,2.74,1,6,10,2,19,5,0,0,4,2,1
631,35.94,78.88,2,28800.0,0.7579,1.0,0.7579,1.0,2.0,2.0,0.0,0.0,2210.86,3.2,1,6,21,2,19,5,0,0,4,2,1
847,13.11,105.88,7,28800.0,0.3167,1.0,0.3167,1.0,7.0,7.0,0.0,0.0,2210.86,3.25,1,6,22,2,19,5,0,1,4,2,1
759,12.15,102.96,3,26539.0,0.2865,0.9215,0.3109,1.0,3.0,3.0,0.0,0.0,2323.75,3.87,2,6,13,3,19,5,0,0,4,2,0
842,39.72,114.21,3,26541.0,0.9216,0.9216,1.0,1.0,3.0,3.0,0.0,0.0,2323.75,4.12,2,6,19,3,19,5,0,0,4,2,0
759,21.08,98.6,3,27711.0,0.414,0.9622,0.4303,1.0,3.0,3.0,0.0,0.0,2323.75,4.26,2,6,23,3,19,5,0,1,4,2,0
799,42.24,99.88,4,28800.0,0.8,1.0,1.0,1.0,5.0,4.0,0.0,0.0,2323.75,4.64,2,6,8,4,19,5,0,0,4,2,0
807,9.54,100.88,2,28800.0,0.2494,1.0,0.2494,1.0,2.0,2.0,0.0,0.0,2323.75,5.0,2,6,16,4,19,5,0,0,4,2,0
762,34.1,95.25,1,28800.0,0.3495,1.0,0.699,1.0,2.0,2.0,0.0,0.0,2323.75,5.37,1,6,1,5,19,5,1,1,4,2,0
900,29.8,112.5,3,28800.0,0.6227,1.0,0.8303,1.0,4.0,3.0,0.0,0.0,2323.75,5.68,1,6,9,5,19,5,1,0,4,2,0
649,17.85,81.12,2,28800.0,0.3702,1.0,0.3702,1.0,4.0,3.0,0.0,0.0,2323.75,6.5,1,5,5,6,19,5,1,1,4,2,0
657,33.94,82.12,5,28800.0,0.706,1.0,0.706,1.0,5.0,5.0,0.0,0.0,2323.75,6.78,1,5,11,6,19,5,1,0,4,2,0
784,17.19,98.0,4,28800.0,0.37,1.0,0.37,1.0,4.0,4.0,0.0,0.0,2323.75,7.04,1,5,17,6,19,5,1,0,4,2,0
599,31.4,74.88,3,28800.0,0.4672,1.0,0.6229,1.0,4.0,4.0,0.0,0.0,2323.75,7.38,1,5,2,0,20,5,0,1,4,2,0
836,28.59,104.5,2,28800.0,0.7396,1.0,0.7396,1.0,2.0,2.0,0.0,0.0,2323.75,7.76,1,5,11,0,20,5,0,0,4,2,0
802,14.38,100.25,4,28800.0,0.3489,1.0,0.3489,1.0,4.0,4.0,0.0,0.0,2323.75,8.1,1,5,19,0,20,5,0,0,4,2,0
750,37.46,93.75,4,28800.0,0.9458,1.0,0.9458,1.0,4.0,4.0,0.0,0.0,2323.75,8.27,1,5,23,0,20,5,0,1,4,2,0
851,44.63,126.57,6,25715.625,0.8405,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,2333.86,0.28,1,6,11,1,20,5,0,0,4,2,0
785,14.4,117.21,3,25715.625,0.3156,0.8929374999999999,0.377,1.0,3.0,3.0,0.0,0.0,2333.86,0.49,1,7,16,1,20,5,0,0,4,2,0
824,18.85,130.93,2,25715.625,0.2758,0.8929374999999999,0.5259,1.0,3.0,2.0,0.0,0.0,2375.32,0.77,1,7,22,1,20,5,0,1,4,2,0
819,9.36,102.38,5,28800.0,0.2176,1.0,0.2611,1.0,6.0,5.0,0.0,0.0,2375.32,1.26,1,7,10,2,20,5,0,0,4,2,0
744,40.18,93.0,3,28800.0,0.9104,1.0,0.9104,1.0,3.0,3.0,0.0,0.0,2375.32,1.52,1,7,16,2,20,5,0,0,4,2,0
757,38.2,94.62,2,28800.0,0.7817,1.0,0.7817,1.0,3.0,3.0,0.0,0.0,2375.32,1.96,1,7,3,3,20,5,0,1,4,2,0
674,13.22,100.01,3,25715.625,0.2539,0.8929374999999999,0.3014,1.0,3.0,3.0,0.0,0.0,2375.32,2.3,0,7,11,3,20,5,0,0,4,2,0
770,33.56,129.83,2,25715.625,0.7414,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,2375.32,2.5,0,8,16,3,20,5,0,0,4,2,0
799,37.74,127.11,3,25715.625,0.7858,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,2399.37,0.22,0,8,0,4,20,5,0,1,4,2,2
872,34.57,124.75,3,25715.625,0.8738,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,2399.37,0.77,0,8,13,4,20,5,0,0,4,2,2
821,33.51,121.71,4,25715.625,0.5303,0.8929374999999999,0.9433,1.0,6.0,4.0,0.0,0.0,2399.37,1.02,1,8,19,4,20,5,0,0,4,2,0
894,31.36,133.93,6,25715.625,0.8344,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,2567.3,1.21,1,8,23,4,20,5,0,1,4,2,0
774,12.34,96.75,2,28800.0,0.3303,1.0,0.3303,1.0,2.0,2.0,0.0,0.0,2567.3,1.47,1,8,6,5,20,5,1,0,4,2,0
774,18.49,96.75,4,28800.0,0.398,1.0,0.398,1.0,4.0,4.0,0.0,0.0,2567.3,1.91,1,8,16,5,20,5,1,0,4,2,0
767,14.36,95.88,3,28800.0,0.3073,1.0,0.3073,1.0,3.0,3.0,0.0,0.0,2567.3,2.15,1,8,22,5,20,5,1,1,4,2,0
863,33.45,107.88,3,28800.0,0.5584,1.0,0.9307,1.0,5.0,3.0,0.0,0.0,2567.3,2.78,1,7,13,6,20,5,1,0,4,2,0
794,9.25,99.25,2,28800.0,0.2467,1.0,0.2467,1.0,2.0,2.0,0.0,0.0,2567.3,2.97,1,7,17,6,20,5,1,0,4,2,0
778,44.92,97.25,6,28800.0,0.9379,1.0,0.9379,1.0,3.0,3.0,0.0,0.0,2567.3,3.43,1,7,5,0,21,5,0,1,4,2,0
671,21.02,83.88,3,28800.0,0.4508,1.0,0.4508,1.0,3.0,3.0,0.0,0.0,2567.3,3.54,1,7,7,0,21,5,0,0,4,2,0
814,11.6,101.75,2,28800.0,0.2792,1.0,0.2792,1.0,2.0,2.0,0.0,0.0,2567.3,3.89,1,6,16,0,21,5,0,0,4,2,0
699,22.16,87.38,3,28800.0,0.4959,1.0,0.4959,1.0,2.0,2.0,0.0,0.0,2567.3,4.43,1,6,5,1,21,5,0,1,4,2,0
741,30.99,92.62,5,28800.0,0.7366,1.0,0.7366,1.0,5.0,5.0,0.0,0.0,2567.3,4.63,1,6,9,1,21,5,0,0,4,2,0
927,40.97,115.88,4,28800.0,0.8,1.0,1.0,1.0,5.0,4.0,0.0,0.0,2567.3,4.95,1,6,17,1,21,5,0,0,4,2,0
894,25.32,111.75,2,28800.0,0.6876,1.0,0.6876,1.0,2.0,2.0,0.0,0.0,2567.3,5.16,1,6,22,1,21,5,0,1,4,2,0
750,45.11,93.75,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2567.3,5.76,1,6,13,2,21,5,0,0,4,2,0
672,23.74,84.0,3,28800.0,0.5392,1.0,0.5392,1.0,3.0,3.0,0.0,0.0,2567.3,5.85,1,6,15,2,21,5,0,0,4,2,0
748,31.52,93.5,2,28800.0,0.5155,1.0,0.7732,1.0,3.0,2.0,0.0,0.0,2567.3,6.2,1,6,23,2,21,5,0,1,4,2,0
613,9.68,76.62,3,28800.0,0.1913,1.0,0.1913,1.0,3.0,3.0,0.0,0.0,2567.3,6.52,1,6,7,3,21,5,0,0,4,2,0
626,39.52,78.25,3,28800.0,0.7716,1.0,0.7716,1.0,3.0,3.0,0.0,0.0,2567.3,6.97,1,6,18,3,21,5,0,0,4,2,0
839,52.62,104.88,3,28800.0,0.75,1.0,1.0,1.0,4.0,3.0,0.0,0.0,2567.3,7.18,1,6,23,3,21,5,0,1,4,2,0
763,41.19,95.89,5,28645.0,0.9946,0.9946,1.0,1.0,5.0,5.0,0.0,0.0,2567.3,7.69,1,5,11,4,21,5,0,0,4,2,0
840,26.45,106.11,6,28498.0,0.651,0.9895,0.6579,1.0,6.0,6.0,0.0,0.0,2567.3,7.87,1,5,15,4,21,5,0,0,4,2,0
695,24.68,87.27,2,28669.0,0.347,0.9955,0.5229,1.0,3.0,2.0,0.0,0.0,2569.3,8.21,0,5,23,4,21,5,0,1,4,2,0
927,10.78,136.28,6,25715.625,0.2987,0.8929374999999999,0.3513,1.0,6.0,6.0,0.0,0.0,2597.83,0.15,1,6,7,5,21,5,1,0,4,2,0
841,28.85,120.26,3,25715.625,0.8104,0.8929374999999999,0.927,1.0,3.0,3.0,0.0,0.0,2597.83,0.68,1,6,20,5,21,5,1,0,4,2,0
871,12.79,137.59,1,25715.625,0.3744,0.8929374999999999,0.4732,1.0,6.0,5.0,0.0,0.0,2597.83,0.86,1,6,0,6,21,5,1,1,4,2,0
762,43.25,97.18,5,28229.0,0.8837,0.9802,0.9016,1.0,5.0,5.0,0.0,0.0,2597.83,1.18,1,6,8,6,21,5,1,0,4,2,0
671,9.34,85.94,2,28108.0,0.2036,0.976,0.2086,1.0,2.0,2.0,0.0,0.0,2679.16,1.6,2,6,18,6,21,5,1,0,4,2,0
754,27.66,96.62,5,28094.0,0.5245,0.9755,0.6452,1.0,1.0,1.0,0.0,0.0,2679.16,2.05,2,6,5,0,22,5,0,1,4,2,0
759,19.25,94.88,3,28800.0,0.4159,1.0,0.4159,1.0,3.0,3.0,0.0,0.0,2679.16,2.27,2,6,10,0,22,5,0,0,4,2,0
776,31.17,97.0,4,28800.0,0.7596,1.0,0.7596,1.0,4.0,4.0,0.0,0.0,2679.16,2.52,2,6,16,0,22,5,0,0,4,2,0
763,22.19,95.38,1,28800.0,0.5087,1.0,0.5087,1.0,5.0,5.0,0.0,0.0,2679.16,2.85,2,6,0,1,22,5,0,1,4,2,0
748,12.8,93.5,3,28800.0,0.195,1.0,0.26,1.0,4.0,3.0,0.0,0.0,2679.16,3.35,2,6,12,1,22,5,0,0,4,2,0
752,20.68,94.0,6,28800.0,0.4603,1.0,0.4603,1.0,6.0,6.0,0.0,0.0,2679.16,3.68,2,6,20,1,22,5,0,0,4,2,2
865,23.86,108.12,5,28800.0,0.5818,1.0,0.5818,1.0,4.0,4.0,0.0,0.0,2679.16,4.02,2,6,4,2,22,5,0,1,4,2,2
765,50.2,95.62,4,28800.0,0.9942,1.0,0.9942,1.0,4.0,4.0,0.0,0.0,2679.16,4.19,2,6,8,2,22,5,0,0,4,2,2
851,15.29,106.38,5,28800.0,0.3597,1.0,0.4317,1.0,6.0,5.0,0.0,0.0,2679.16,4.56,2,6,17,2,22,5,0,0,4,2,2
836,29.41,104.5,4,28800.0,0.6912,1.0,0.6912,1.0,4.0,4.0,0.0,0.0,2711.26,4.9,3,6,1,3,22,5,0,1,4,2,0
744,23.51,93.0,2,28800.0,0.4606,1.0,0.4606,1.0,2.0,2.0,0.0,0.0,2711.26,5.38,3,6,13,3,22,5,0,0,4,2,0
798,38.36,99.75,4,28800.0,0.8623,1.0,0.8623,1.0,4.0,4.0,0.0,0.0,2711.26,5.62,3,6,18,3,22,5,0,0,4,2,0
817,25.21,102.12,4,28800.0,0.5835,1.0,0.5835,1.0,0.0,0.0,0.0,0.0,2711.26,5.89,3,6,1,4,22,5,0,1,4,2,0
790,20.64,104.58,2,27195.0,0.4383,0.9443,0.4642,1.0,2.0,2.0,0.0,0.0,2842.7,6.32,3,6,11,4,22,5,0,0,4,2,0
732,38.98,94.44,6,27902.0,0.7892,0.9688,0.8146,1.0,6.0,6.0,0.0,0.0,2842.7,6.43,3,6,14,4,22,5,0,0,4,2,0
783,39.21,102.7,0,27446.0,0.7947,0.953,0.8587,1.0,3.0,3.0,0.0,0.0,2842.7,6.94,3,6,2,5,22,5,1,1,4,2,0
763,17.02,95.38,6,28800.0,0.3815,1.0,0.3815,1.0,6.0,6.0,0.0,0.0,2842.7,7.49,2,6,15,5,22,5,1,0,4,2,0
691,11.75,86.38,3,28800.0,0.2625,1.0,0.2625,1.0,4.0,4.0,0.0,0.0,2842.7,8.04,2,6,5,6,22,5,1,1,4,2,0
739,34.58,92.38,4,28800.0,0.8021,1.0,0.8021,1.0,4.0,4.0,0.0,0.0,2842.7,8.08,2,6,6,6,22,5,1,0,4,2,0
850,38.68,106.25,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2842.7,8.49,1,6,15,6,22,5,1,0,4,2,0
717,14.19,89.62,4,28800.0,0.2828,1.0,0.2828,1.0,4.0,4.0,0.0,0.0,2842.7,9.34,1,6,12,0,23,6,0,0,4,2,0
755,16.8,94.38,3,28800.0,0.3497,1.0,0.3497,1.0,3.0,3.0,0.0,0.0,2842.7,9.73,1,5,21,0,23,6,0,0,4,2,0
874,36.88,109.25,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2842.7,9.89,1,5,1,1,23,6,0,1,4,2,0
751,14.92,93.88,6,28800.0,0.3447,1.0,0.3447,1.0,6.0,6.0,0.0,0.0,2842.7,10.32,1,5,11,1,23,6,0,0,4,2,0
822,33.5,102.75,4,28800.0,0.7261,1.0,0.7261,1.0,4.0,4.0,0.0,0.0,2842.7,10.51,1,4,16,1,23,6,0,0,4,2,0
828,27.04,103.5,2,28800.0,0.6687,1.0,0.6687,1.0,2.0,2.0,0.0,0.0,2842.7,11.0,1,4,4,2,23,6,0,1,4,2,2
724,40.4,97.55,4,26718.0,0.8884,0.9277,0.9576,1.0,4.0,4.0,0.0,0.0,2842.7,11.23,1,4,9,2,23,6,0,0,4,2,2
710,30.97,101.23,3,25715.625,0.6131,0.8929374999999999,0.6993,1.0,3.0,3.0,0.0,0.0,2842.7,11.49,1,4,15,2,23,6,0,0,4,2,2
731,29.25,104.19,2,25715.625,0.5635,0.8929374999999999,0.6425,1.0,2.0,2.0,0.0,0.0,2899.79,11.77,1,4,22,2,23,6,0,1,4,2,0
861,30.62,107.62,3,28800.0,0.7552,1.0,0.7552,1.0,3.0,3.0,0.0,0.0,2899.79,12.13,1,4,7,3,23,6,0,0,4,2,0
649,13.35,81.12,3,28800.0,0.2729,1.0,0.2729,1.0,3.0,3.0,0.0,0.0,2899.79,12.42,1,4,14,3,23,6,0,0,4,2,0
784,33.37,98.0,5,28800.0,0.7027,1.0,0.8433,1.0,3.0,3.0,0.0,0.0,2899.79,12.88,1,4,1,4,23,6,0,1,4,2,0
867,27.35,108.38,4,28800.0,0.5337,1.0,0.6671,1.0,5.0,4.0,0.0,0.0,2899.79,13.09,1,4,6,4,23,6,0,0,4,2,3
746,45.18,93.25,4,28800.0,0.8872,1.0,0.8872,1.0,4.0,4.0,0.0,0.0,2899.79,13.73,1,4,21,4,23,6,0,0,4,2,3
668,20.78,83.5,3,28800.0,0.4119,1.0,0.4119,1.0,5.0,4.0,0.0,0.0,2899.79,14.0,1,4,4,5,23,6,1,1,4,2,3
645,44.98,81.8,3,28386.0,0.8421,0.9856,0.8544,1.0,3.0,3.0,0.0,0.0,2922.85,14.33,2,4,12,5,23,6,1,0,4,2,2
787,31.55,99.58,3,28452.0,0.7681,0.9879,0.7775,1.0,3.0,3.0,0.0,0.0,2922.85,14.46,2,4,15,5,23,6,1,0,4,2,2
831,47.29,106.23,4,28161.0,0.7822,0.9778,1.0,1.0,1.0,1.0,0.0,0.0,2922.85,14.9,2,4,1,6,23,6,1,1,4,2,2
636,31.78,86.75,3,26394.0,0.5535,0.9165,0.6039,1.0,3.0,3.0,0.0,0.0,2922.85,15.12,3,4,6,6,23,6,1,0,4,2,0
787,24.29,102.95,2,27520.0,0.6545,0.9556,0.6849,1.0,2.0,2.0,0.0,0.0,3000.03,15.51,3,4,16,6,23,6,1,0,4,2,0
863,40.92,115.9,1,26807.0,0.9308,0.9308,1.0,1.0,1.0,1.0,0.0,0.0,3000.03,15.81,3,4,23,6,23,6,1,1,4,2,0
836,35.79,104.5,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,3000.03,16.1,3,4,6,0,24,6,0,0,4,2,0
666,27.76,83.25,5,28800.0,0.4997,1.0,0.4997,1.0,5.0,5.0,0.0,0.0,3000.03,16.68,3,4,20,0,24,6,0,0,4,2,0
612,24.32,76.5,3,28800.0,0.4711,1.0,0.4711,1.0,3.0,3.0,0.0,0.0,3000.03,17.3,3,4,11,1,24,6,0,0,4,2,0
927,31.59,115.88,2,28800.0,0.8375,1.0,0.8375,1.0,2.0,2.0,0.0,0.0,3000.03,17.68,3,4,20,1,24,6,0,0,4,2,3
750,20.12,93.75,4,28800.0,0.3924,1.0,0.3924,1.0,4.0,4.0,0.0,0.0,3000.03,17.99,3,4,3,2,24,6,0,1,4,2,3
808,21.4,113.74,2,25715.625,0.2761,0.8929374999999999,0.6218,1.0,4.0,2.0,0.0,0.0,3000.03,18.14,3,4,7,2,24,6,0,0,4,2,3
785,40.74,109.42,4,25828.0,0.8434,0.8968,0.9404,1.0,4.0,4.0,0.0,0.0,3110.86,18.45,4,4,14,2,24,6,0,0,4,2,0
715,41.5,94.88,4,27128.0,0.7748,0.9419,0.8226,1.0,4.0,3.0,0.0,0.0,3110.86,18.88,3,3,1,3,24,6,0,1,4,2,0
736,10.91,92.0,5,28800.0,0.2632,1.0,0.2632,1.0,5.0,5.0,0.0,0.0,3110.86,19.3,3,3,11,3,24,6,0,0,4,2,0
817,48.24,102.12,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,3110.86,19.69,3,2,20,3,24,6,0,0,4,2,0
872,46.71,109.0,3,28800.0,0.75,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3110.86,20.06,3,2,5,4,24,6,0,1,4,2,0
813,12.93,101.62,2,28800.0,0.3111,1.0,0.3111,1.0,2.0,2.0,0.0,0.0,3110.86,20.39,3,2,13,4,24,6,0,0,4,2,0
780,18.55,97.5,6,28800.0,0.4008,1.0,0.4008,1.0,6.0,6.0,0.0,0.0,3110.86,20.58,3,2,17,4,24,6,0,0,4,2,0
677,32.05,84.62,2,28800.0,0.6434,1.0,0.6434,1.0,2.0,2.0,0.0,0.0,3110.86,20.81,3,2,23,4,24,6,0,1,4,2,0
832,11.53,104.0,3,28800.0,0.3259,1.0,0.3259,1.0,3.0,3.0,0.0,0.0,3110.86,21.1,2,2,6,5,24,6,1,0,4,2,0
732,32.24,91.5,5,28800.0,0.7577,1.0,0.7577,1.0,5.0,5.0,0.0,0.0,3110.86,21.47,2,1,15,5,24,6,1,0,4,2,0
696,19.03,87.0,2,28800.0,0.4391,1.0,0.4391,1.0,2.0,2.0,0.0,0.0,3110.86,21.77,2,1,22,5,24,6,1,1,4,2,0
787,23.36,98.38,3,28800.0,0.5192,1.0,0.5192,1.0,3.0,3.0,0.0,0.0,3110.86,22.32,1,1,11,6,24,6,1,0,4,2,3
729,36.22,91.12,6,28800.0,0.7285,1.0,0.7285,1.0,6.0,6.0,0.0,0.0,3110.86,22.73,1,1,21,6,24,6,1,0,4,2,3
894,12.26,111.75,4,28800.0,0.251,1.0,0.3138,1.0,5.0,4.0,0.0,0.0,3110.86,22.8,1,1,23,6,24,6,1,1,4,2,3
652,13.74,85.41,2,27482.0,0.2703,0.9542,0.2833,1.0,2.0,2.0,0.0,0.0,3124.77,23.24,2,1,9,0,25,6,0,0,4,2,0
740,27.39,100.62,4,26477.0,0.7014,0.9193,0.763,1.0,4.0,4.0,0.0,0.0,3124.77,23.58,2,1,18,0,25,6,0,0,4,2,0
774,17.97,108.46,5,25715.625,0.427,0.8929374999999999,0.4787,1.0,3.0,3.0,0.0,0.0,3194.09,0.35,2,2,5,1,25,6,0,1,4,2,0
776,42.83,97.0,3,28800.0,0.75,1.0,1.0,1.0,4.0,3.0,0.0,0.0,3194.09,0.48,2,2,8,1,25,6,0,0,4,2,0
782,39.52,97.75,6,28800.0,0.823,1.0,0.823,1.0,6.0,6.0,0.0,0.0,3194.09,0.81,2,2,16,1,25,6,0,0,4,2,0
665,31.96,83.12,3,28800.0,0.5489,1.0,0.5489,1.0,6.0,6.0,0.0,0.0,3194.09,1.15,2,2,0,2,25,6,0,1,4,2,0
757,48.63,94.62,5,28800.0,0.9512,1.0,0.9512,1.0,5.0,5.0,0.0,0.0,3194.09,1.41,2,2,7,2,25,6,0,0,4,2,0
737,20.25,92.12,4,28800.0,0.5034,1.0,0.5034,1.0,4.0,4.0,0.0,0.0,3194.09,1.85,1,2,17,2,25,6,0,0,4,2,0
746,34.98,93.25,6,28800.0,0.7605,1.0,0.7605,1.0,6.0,6.0,0.0,0.0,3194.09,2.24,1,2,3,3,25,6,0,1,4,2,2
